id,listing_url,name,neighbourhood,city,state,zipcode,latitude,longitude,host_name,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
14483758,https://www.airbnb.com/rooms/14483758,Downtown Boston | Modern 1 Bedroom | The North End,North End,Boston,MA,02113,42.364012249693715,-71.0568106808558,Matthew,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",195.0,90.0,10.0,10.0,10.0,10.0,10.0,9.0
13074722,https://www.airbnb.com/rooms/13074722,"Sunny, art-filled North End loft with fireplace",North End,Boston,MA,02113,42.364259474407476,-71.05590350849737,Jerry And Kamil,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",150.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4653267,https://www.airbnb.com/rooms/4653267,Quaint Apt in Heart of North End,North End,Boston,MA,02113,42.363615034186346,-71.05375512091334,Hans,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",235.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7454907,https://www.airbnb.com/rooms/7454907,North End Apartment,North End,Boston,MA,02113,42.36515136322868,-71.05571069569143,Kristin,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",185.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0
13258244,https://www.airbnb.com/rooms/13258244,Comfortable quite room.,Roxbury,Boston,MA,02121,42.31626447242212,-71.09222251913793,Firlian,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",35.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7273513,https://www.airbnb.com/rooms/7273513,1 bedroom condo in Fort Hill,Roxbury,Boston,MA,02119,42.32457934714545,-71.08963859331017,Joseph,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",139.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
12494334,https://www.airbnb.com/rooms/12494334,"Sweet Spot, Fort hill",Roxbury,Boston,MA,02119,42.33021363479792,-71.09232419608031,Jason,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Hair Dryer"",Iron}",145.0,70.0,8.0,9.0,7.0,7.0,9.0,8.0
8014642,https://www.airbnb.com/rooms/8014642,Nice bedroom in a shared apt.,Roxbury,Boston,MA,02119,42.325543164544975,-71.0975705683488,Arnaldo,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",79.0,70.0,8.0,6.0,8.0,8.0,7.0,7.0
13653233,https://www.airbnb.com/rooms/13653233,Spacious 3BR in South End,Roxbury,Boston,MA,02120,42.335292619607465,-71.08686083420011,Flatbook,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",209.0,90.0,10.0,10.0,10.0,9.0,8.0,8.0
8238404,https://www.airbnb.com/rooms/8238404,A1. Office/Business Suite,Roxbury,Boston,MA,02119,42.329998356538034,-71.09480356376261,S.P.,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",99.0,91.0,9.0,9.0,9.0,9.0,9.0,9.0
7293671,https://www.airbnb.com/rooms/7293671,Spacious private bedroom in house,Roxbury,Boston,MA,02119,42.32725296292973,-71.07558887205052,Derek,House,Private room,2,2.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Iron}",90.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0
2473997,https://www.airbnb.com/rooms/2473997,Urban Victorian-walk the city! Rm 3,Roxbury,Boston,MA,02119,42.32753474893862,-71.08295350482562,Mekkin,House,Private room,5,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",79.0,93.0,10.0,10.0,10.0,10.0,8.0,9.0
14300751,https://www.airbnb.com/rooms/14300751,I have a comfy couch for you to crash on,Roxbury,Boston,MA,02119,42.325871996042544,-71.07755315524274,Tayla,House,Shared room,1,1.0,1.0,1.0,Couch,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",22.0,93.0,10.0,9.0,10.0,10.0,8.0,9.0
14300921,https://www.airbnb.com/rooms/14300921,Futon For You,Roxbury,Boston,MA,02119,42.325997054557135,-71.07877370147436,Tayla,Apartment,Shared room,2,1.5,1.0,1.0,Futon,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Washer,Dryer,""Smoke Detector"",Essentials,""Hair Dryer"",Iron}",41.0,93.0,10.0,10.0,10.0,10.0,8.0,9.0
2260547,https://www.airbnb.com/rooms/2260547,Classical home 2,Roxbury,Boston,MA,02119,42.32172827344671,-71.07460812493156,Angel,House,Shared room,2,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Hangers,""Laptop Friendly Workspace""}",100.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
5506,https://www.airbnb.com/rooms/5506,$99 Special! Hotel Alternative!,Roxbury,Boston,MA,02119,42.329808504236226,-71.09559469348262,Terry,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer}",145.0,91.0,9.0,10.0,10.0,10.0,9.0,10.0
2636365,https://www.airbnb.com/rooms/2636365,South End Boston Brownstone,Roxbury,Boston,MA,02120,42.3363154341175,-71.08437459693069,Dean,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",132.0,89.0,9.0,9.0,10.0,9.0,8.0,9.0
1884045,https://www.airbnb.com/rooms/1884045,COMFY TWIN DOUBLE ROOM IN BOSTON,Roxbury,Boston,MA,02119,42.32656999382864,-71.08279766298716,Sarah,Bed & Breakfast,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",65.0,87.0,9.0,9.0,9.0,10.0,8.0,9.0
5717690,https://www.airbnb.com/rooms/5717690,Lovely South End 1 bedroom,Roxbury,Boston,MA,02118,42.34000151774785,-71.08129895423689,Will,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",167.0,85.0,9.0,9.0,9.0,9.0,9.0,9.0
10190260,https://www.airbnb.com/rooms/10190260,High End South End Loft/Silver Line,Roxbury,Boston,MA,02118,42.33329530225683,-71.07815404379751,Paul,Condominium,Private room,1,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Hangers,Iron,""Laptop Friendly Workspace""}",75.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6765855,https://www.airbnb.com/rooms/6765855,Cozy Room in Brownstone Building,Roxbury,Boston,MA,02119,42.32685151777795,-71.09354561759915,Kartik,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",80.0,97.0,9.0,9.0,10.0,10.0,9.0,9.0
1342370,https://www.airbnb.com/rooms/1342370,"Beautiful 2 Bedroom Apt, South End",Roxbury,Boston,MA,02118,42.3377838298766,-71.07967634450445,Will,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Hair Dryer"",Iron}",265.0,84.0,9.0,9.0,9.0,9.0,9.0,8.0
349347,https://www.airbnb.com/rooms/349347,Modern Studio Apartment - South End,Roxbury,Boston,MA,02118,42.33823990254319,-71.08171734317412,Will,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",150.0,85.0,9.0,9.0,9.0,9.0,9.0,8.0
8469464,https://www.airbnb.com/rooms/8469464,LG room near South End w Patio,Roxbury,Boston,MA,02119,42.32561121993109,-71.08131715784819,David,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer}",59.0,83.0,9.0,7.0,10.0,10.0,9.0,9.0
801722,https://www.airbnb.com/rooms/801722,$99 Special!!  Historic Comfort,Roxbury,Boston,MA,02119,42.32819243642796,-71.09404877118986,Terry,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",165.0,94.0,10.0,10.0,10.0,9.0,8.0,9.0
2260501,https://www.airbnb.com/rooms/2260501,shared bathroom -guests only,Roxbury,Boston,MA,02119,42.32106313800365,-71.07531901432675,Angel,Entire Floor,Private room,2,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",100.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
801680,https://www.airbnb.com/rooms/801680,**$125 Special!  Bostons Best!!!**,Roxbury,Boston,MA,02119,42.32852347771993,-71.09539243911993,Terry,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",195.0,95.0,10.0,10.0,10.0,9.0,8.0,9.0
1175376,https://www.airbnb.com/rooms/1175376,Newly Renovated 2 Bed in South End,Roxbury,Boston,MA,02118,42.33903880877507,-71.08104419980938,Will,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",275.0,89.0,9.0,9.0,10.0,9.0,9.0,9.0
14756269,https://www.airbnb.com/rooms/14756269,2BR Apt Near T Stops/I95/Boston Logan Airport,Roxbury,Boston,MA,02119,42.330322673596335,-71.08009631965359,Monica,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",225.0,60.0,4.0,2.0,6.0,8.0,4.0,6.0
12351909,https://www.airbnb.com/rooms/12351909,Freshly Renovated Studio by T,Roxbury,Boston,MA,02119,42.328078811425534,-71.09619934319932,Alex,Apartment,Entire home/apt,4,1.0,0.0,1.0,Pull-out Sofa,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",""Hair Dryer"",""Laptop Friendly Workspace""}",109.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0
1374466,https://www.airbnb.com/rooms/1374466,"Real Boston, off the beaten track",Roxbury,Boston,MA,02119,42.32642042056992,-71.09013270547341,Michelle,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",85.0,97.0,10.0,9.0,10.0,10.0,8.0,9.0
1374434,https://www.airbnb.com/rooms/1374434,"Authentic Boston, cozy room",Roxbury,Boston,MA,02119,42.324969670645864,-71.0894888766103,Michelle,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",75.0,93.0,9.0,9.0,10.0,10.0,8.0,9.0
14742564,https://www.airbnb.com/rooms/14742564,Comfortable  room 10 min from Boston airport,Roxbury,Boston,MA,02119,42.326786716280985,-71.07701299367034,Margarita,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Kitchen,Heating,""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",75.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
12368082,https://www.airbnb.com/rooms/12368082,Sky-room in beautiful victorian,Roxbury,Boston,MA,02119,42.31643567095953,-71.09391225257157,Miriam,House,Private room,1,2.0,1.0,1.0,Futon,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",65.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
276450,https://www.airbnb.com/rooms/276450,Convenient 1 bedroom on Tremont St,Roxbury,Boston,MA,02118,42.33814027315353,-71.08000805615907,Will,Apartment,Entire home/apt,4,1.221646597591711,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly""}",167.0,82.0,9.0,9.0,9.0,8.0,9.0,8.0
3602379,https://www.airbnb.com/rooms/3602379,"Modern, Spacious 1BR Sleeps 4",Roxbury,Boston,MA,02119,42.329090902213956,-71.0945725037219,Alex,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",159.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0
14907062,https://www.airbnb.com/rooms/14907062,South End / Fenway / Back Bay Unit #1 (Studio),Roxbury,Boston,MA,02115,42.340772787243274,-71.0821753661577,Gary,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",190.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
8402408,https://www.airbnb.com/rooms/8402408,Room on Top - South End brownstone,Roxbury,Boston,MA,02118,42.33690761745749,-71.0774773031623,Betsy,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0
6780313,https://www.airbnb.com/rooms/6780313,lovely sunny room in Boston,Roxbury,ROXBURY CROSSING,MA,02120,42.335398292513936,-71.08259403248233,Emma,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""24-Hour Check-in"",""Laptop Friendly Workspace""}",65.0,83.0,9.0,8.0,9.0,9.0,7.0,8.0
8238311,https://www.airbnb.com/rooms/8238311,C1.  2 XL Twins,Roxbury,Boston,MA,02119,42.32955196801566,-71.09324127038984,S.P.,House,Private room,2,2.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",99.0,88.0,9.0,9.0,9.0,9.0,8.0,9.0
13513696,https://www.airbnb.com/rooms/13513696,2BR South End Splendor w/ Private Deck,Roxbury,Boston,MA,02118,42.339099936616456,-71.0805557382492,Max,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door""}",148.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
4568116,https://www.airbnb.com/rooms/4568116,Brownstone Cozy Private Studio,Roxbury,Boston,MA,02119,42.329527287817655,-71.09198968675086,Jonathan,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",135.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0
11300899,https://www.airbnb.com/rooms/11300899,Studio Apartment with views,Roxbury,Boston,MA,02118,42.334236011478204,-71.07488605131466,Jumbe,Condominium,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Shampoo,Hangers,Iron}",100.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0
6780300,https://www.airbnb.com/rooms/6780300,Large Sunny room in Boston,Roxbury,ROXBURY CROSSING,MA,02120,42.33588187857079,-71.08310262017217,Emma,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Carbon Monoxide Detector"",""24-Hour Check-in"",""Laptop Friendly Workspace""}",65.0,84.0,9.0,9.0,10.0,10.0,8.0,9.0
14668441,https://www.airbnb.com/rooms/14668441,Cozy 1 bdrm w| off street parking,Roxbury,Boston,MA,02119,42.33157602252688,-71.09334761212074,Jayleese,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer""}",140.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
14813006,https://www.airbnb.com/rooms/14813006,MODERN 3BR/2B apartment near Fenway!,Roxbury,Boston,MA,02119,42.3255276644084,-71.09404138454056,"Mari, Fer, & Diego",Apartment,Entire home/apt,14,2.0,3.0,9.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",536.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8172380,https://www.airbnb.com/rooms/8172380,B1. Cozy in the heart of Boston.,Roxbury,Boston,MA,02119,42.329540610337055,-71.0931283718753,S.P.,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",99.0,88.0,9.0,9.0,9.0,9.0,8.0,9.0
13054720,https://www.airbnb.com/rooms/13054720,Northeastern/South End Brownstone,Roxbury,Boston,MA,02120,42.33418300789131,-71.08132919011919,Jennifer,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Safety Card"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",135.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0
11907764,https://www.airbnb.com/rooms/11907764,"Private Room, Free Parking!",Roxbury,Boston,MA,02119,42.32295992334007,-71.06985374731195,Christian,House,Private room,4,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",89.0,82.0,9.0,9.0,10.0,9.0,8.0,9.0
8319253,https://www.airbnb.com/rooms/8319253,Comfy Room (B) On A Scenic Hill,Roxbury,Boston,MA,02125,42.31740245059692,-71.07361200426739,Edith,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",100.0,80.0,8.0,10.0,10.0,10.0,10.0,8.0
60029,https://www.airbnb.com/rooms/60029,Room in geographical heart of Hub ,Roxbury,Boston,MA,02119,42.325841851882,-71.0892685010551,Michelle,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Laptop Friendly Workspace""}",75.0,95.0,9.0,9.0,10.0,10.0,8.0,9.0
1403408,https://www.airbnb.com/rooms/1403408,Big Boston room,Roxbury,Boston,MA,02119,42.32464780047054,-71.08869369998291,Michelle,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",90.0,100.0,9.0,9.0,10.0,10.0,8.0,9.0
9614024,https://www.airbnb.com/rooms/9614024,Beautiful Studio Apt- Symphony area,Roxbury,Boston,MA,02118,42.340222563682886,-71.082980712205,Elif,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Hangers,""Hair Dryer""}",94.0,70.0,9.0,8.0,10.0,9.0,9.0,8.0
